country,ratingScore,reviewDescription,reviewTitle,Model,Core
United States,1,I connected my i9 12900k but the computer detects this as Celeron G6900 with 2 cores... Is this a scam? I need a solution,Needing support!,i9 12th Gen,i9
United States,1,Memory controller was not ok,Did not work with DDR4 faster then 3000mhz,i9 12th Gen,i9
United States,1,You would expect when you buy the highest quality product from intel they would at least tell you how to orient it into the motherboard.,Zero documentation,i9 12th Gen,i9
United States,1,"It didn’t work and returned it, haven’t been reimbursed after several weeks","Didn’t work, returned it to sender and haven’t been refunded",i9 12th Gen,i9
United States,1,"For what you spend, I would expect a cpu that hasn’t been opened. Not receiving a returned product.",Box had been previously been opened,i9 12th Gen,i9
United States,1,It didn't work good i returned it but still haven't received my refund yet,I didn't recieve the correct item,i9 12th Gen,i9
United States,4,"This thing is an absolute beast of an CPU over colock is not recommended, with the power draw",Power House CPU,i9 12th Gen,i9
United States,4,"Love the box, but the performance in gaming is not as i expect!",Verry good processor,i9 12th Gen,i9
Canada,5,"I've only had it about a month, but so far it is complete overkill for gaming... I haven't seen it go above 50% pushing it as hard as I can other than stress testing lol. I bought it so hopefully in 10 years it can still do some stuff hahaha.",Thing is pretty nuts,i9 12th Gen,i9
United States,5,"So far this thing is great! I upgraded from the 9900K and this has been a noticeable difference. I'm still in the process of updating drivers and reinstalling some software. I haven't done any overclocking so the Cinebench score and temps are straight stock settings.After seeing all the info on how hot this thing can get I added the Thermalright contact frame. It was a breeze to install. I watched the Gamer's Nexus video about this frame and followed their directions.For the motherboard I went with a MSI Z690 MPG Edge Wifi DDR4 so I could reuse my current RAM. I had to order a LGA 1700 bracket for the NZXT Kraken X73 AIO. I ordered both the frame and the LGA 1700 mount from Amazon and both arrived fast and were exactly what I needed.So far my temps are staying in the general range of my 9900K. I'm planning to do a little gaming this week with it so I'll have a chance to see how it does under my daily use. I also do a bit of Premiere and After Effects so I'm looking forward to seeing how it works there as well.Overall, this is probably way more processor than I NEED. I was still able to do what I needed to do with the 9900K. I built the 9900K in 2020 during the height of the astronomically high PC price wave. I ended up getting this processor for about $100 less than I paid for the 9900K two years ago. So the price-to-performance upgrade for me was a no brainer.If you want a fast processor at a reasonably decent price, this is a great one to get. Just be aware you will need to pay attention to your cooling.",Great Upgrade from 9900K,i9 12th Gen,i9
United States,5,"It took me less than 15 minutes to take out my current 1700 series CPU (i7 12700K) and add in this new one.  Removed the AIO cooler, cleaned off the thermal paste, applied new past after inserting and wala' it's up and running like a champ.  I'm not a gamer, so yes I understand it's not a huge bump in performance for those applications. Video Editing is another story.","With the new price, this item (New CPU) is now a value",i9 12th Gen,i9
United States,5,"Are usually go for the best products and it was a mistake for my first PC build I chose this chip and I didn’t know it runs that hot I built my PC I had enough fans but I had a 240 mm radiator I want a Micro Center and had to get a 360 mm cooler from the pool. The temps were at 89 to 92°C after the deep cool AIO under stress, test and bench testing the temp stay under 60°C , other than that I game hard on it and stream and the CPU usage never goes past 30%. It’s pretty overkill but that’s how I like my PC.",Be careful,i9 12th Gen,i9
United States,5,"Purchased this for my new rig as opposed to an i7 based on price point at time of purchase (this was actually cheaper than the i7).Paired with RTX 4060TI 8GB.NO regrets.This can handle anything I throw at it, without issue (gaming wise) and never goes above 50/55C (not overclocked and cooled with 240MM AIO from Corsair) Idles around 32/33CVery responsive with plenty of clearance if I ever want to OC this guy.Heat was a concern after reading reviews and only having a 240MM radiator (sitting over a 4060Ti), but no issues - heat or performance) at all.Great time to buy with new gen just arriving recently.",12th Gen Top Tier,i9 12th Gen,i9
United States,5,If someone ever asks you 'what is a GPU bottleneck' buy them a 12900k lmao.It's so good.,Beautiful technology.,i9 12th Gen,i9
United States,5,"Purchased this CPU to finally upgrade my tired 8086k that I have had for close to 4 years now, and considering I also own a 3090 I was lucky enough to get last year, it was time. Paired with said gpu and a MSI Tomahawk Z690 with a Noctua NH-D15 Chromax Black cooler, this cpu runs complete marathons around my old 8086k. Certain games that would fully saturate my 8086k while also getting notifications from something like Discord would introduce very bad stutter, however those are completely eliminated with the 12900k. Temps are high when Im doing full resolution photo renders from my DJI Air 2S or Sony a6400 or straight up benchmarking, but that is expected and I'm not one to sweat about 80-90c temps, but if you are I would recommend the 12700k/5900x as they both run cooler and draw less wattage. However in gaming with multiple different Firefox tabs and discord/telegram open, it never even touches 70c, so your experience may vary depending on what type of work load you are doing. Make sure that if you do have a high powered gpu that you also have a high output power supply with a high efficiency rating as well, as my system can suck north of 600-750w full tilt (my power supply being a 1200w platinum EVGA that doesnt break a sweat under full load).",Amazing CPU,i9 12th Gen,i9
United States,5,"I love the Intel i9 unlocked processor. I have always used Intel and will continue to do so. All of my games operate smoothly, the graphics are amazing used with the correct moniter and Gpu. In my opinion Intel beats Ryzen hands down.",Great Performance!,i9 12th Gen,i9
United States,5,"the CPU run fast and stays cool, the performance was great ,test run at 5.2Ghz the temperature not over heat.run with my  solidworks software that cpu was great.",Powerful CPU,i9 12th Gen,i9
United States,5,Really really great product. Very fast! Just make sure you have sufficient cooling for this beast as it’s a hot one,This Processor is amazing!!!,i9 12th Gen,i9
United States,5,nice match,good item,i9 12th Gen,i9
United States,5,"Good ole Intel, simple install, reliable CPUGood performance increase over my previous CPU. Packaging is a little bling, could be half the size, which would make for cheaper packaging and lower courier costs.",i9 12900K upgrade from i9900K,i9 12th Gen,i9
United States,5,this will definitely take me through at least four years - great processor for my new build,beast of a processor,i9 12th Gen,i9
United States,5,I had  high hopes for this sucker and it delivers.Ya gotta water cool it  it runs hot~!!!,It is  what I expected.,i9 12th Gen,i9
United States,5,"High price, but high performance. Great processor but needs a serious cooler otherwise it will thermal cutback and slow down.",Great value,i9 12th Gen,i9
United States,5,This is a good product,This is a good product,i9 12th Gen,i9
United States,5,If you want the best. Get a i9 Intel CPU. For my music production it's a dream come true,I wanted the best,i9 12th Gen,i9
